hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
City Hotel,0,2,2016,February,9,27,0,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,130.0,0,0
City Hotel,0,2,2016,March,10,2,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,21.0,,0,Transient-Party,55.0,0,0
Resort Hotel,0,0,2016,February,9,22,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient-Party,60.0,0,2
City Hotel,0,24,2017,February,6,5,2,5,1,0.0,0,BB,MAR,Groups,TA/TO,0,0,0,A,No Deposit,,407.0,0,Transient-Party,75.0,0,0
City Hotel,0,168,2015,September,37,11,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,No Deposit,1.0,,0,Transient-Party,60.0,0,0
City Hotel,0,148,2016,April,17,23,2,1,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,No Deposit,11.0,,0,Transient,61.56,0,0
City Hotel,0,252,2016,October,42,15,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient-Party,106.3,0,0
City Hotel,1,229,2017,July,28,12,1,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,,,0,Transient,110.0,0,0
City Hotel,1,37,2016,December,50,7,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,104.0,0,1
Resort Hotel,1,19,2016,October,41,2,2,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,No Deposit,240.0,,0,Transient,129.0,0,1
City Hotel,0,3,2016,September,40,26,1,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,No Deposit,9.0,,0,Transient,266.67,0,5
Resort Hotel,0,61,2017,April,14,4,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,67.0,1,2
City Hotel,0,72,2015,October,44,28,0,3,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,No Deposit,37.0,,58,Transient-Party,85.67,0,0
Resort Hotel,1,328,2017,August,31,1,2,9,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,No Deposit,240.0,,0,Transient,156.6,0,0
City Hotel,1,58,2017,February,6,11,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,95.4,0,0
Resort Hotel,0,28,2015,November,48,27,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,15.0,,0,Transient,26.1,0,0
Resort Hotel,0,247,2017,June,23,7,2,5,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,F,No Deposit,250.0,,0,Transient,104.17,0,1
City Hotel,0,110,2015,December,50,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,56.0,,69,Transient-Party,70.0,0,1
City Hotel,1,41,2016,December,53,27,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,No Deposit,,,0,Transient-Party,69.29,0,0
City Hotel,0,16,2016,June,24,8,0,1,1,0.0,0,BB,TUR,Groups,Direct,0,0,0,A,No Deposit,,,0,Transient,92.65,0,0
City Hotel,0,10,2016,February,7,13,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,1,11,22,A,No Deposit,9.0,,0,Transient,79.0,0,1
City Hotel,0,90,2016,August,34,20,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,126.9,1,1
Resort Hotel,0,77,2016,September,39,18,2,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,86.0,1,2
City Hotel,0,228,2016,October,41,5,2,4,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient-Party,115.6,0,2
City Hotel,1,100,2016,April,16,13,0,4,2,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,No Deposit,9.0,,0,Transient,154.7,0,1
City Hotel,1,28,2017,May,21,21,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,190.0,0,2
City Hotel,1,6,2016,June,27,30,0,1,2,0.0,0,SC,LUX,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,139.0,0,1
City Hotel,0,40,2017,May,20,15,1,1,1,0.0,0,BB,ESP,Corporate,Corporate,1,0,3,A,No Deposit,,174.0,0,Transient,95.0,0,1
City Hotel,1,148,2016,August,34,16,2,5,2,0.0,0,BB,SVN,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,119.69,0,0
City Hotel,0,193,2016,August,34,18,1,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient-Party,99.45,0,1
City Hotel,0,169,2016,April,17,22,2,2,1,0.0,0,BB,RUS,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,2.0,,48,Transient-Party,63.5,0,0
City Hotel,1,76,2016,September,39,21,0,3,0,2.0,0,BB,IRL,Online TA,TA/TO,0,0,0,B,No Deposit,9.0,,0,Transient,127.38,0,3
City Hotel,0,0,2016,January,2,6,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,73.9,0,0
City Hotel,1,33,2016,August,36,30,0,2,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,89.1,0,1
City Hotel,1,123,2017,July,30,24,1,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,145.7,0,0
City Hotel,0,14,2016,July,30,21,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,No Deposit,,174.0,0,Transient-Party,105.0,0,0
City Hotel,1,129,2016,July,28,6,0,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,112.5,0,0
City Hotel,0,5,2016,May,22,24,0,2,2,0.0,0,BB,URY,Corporate,Corporate,0,0,0,A,No Deposit,,78.0,0,Transient-Party,110.0,0,0
City Hotel,1,28,2017,March,11,14,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,No Deposit,1.0,,0,Transient-Party,65.0,0,0
City Hotel,1,7,2016,September,39,20,0,1,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,129.0,0,1
City Hotel,0,44,2016,March,10,4,2,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,7.0,,0,Transient,59.95,0,1
City Hotel,1,207,2016,December,53,30,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,104.0,,0,Transient,161.67,0,0
City Hotel,0,69,2016,September,38,11,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,135.9,0,1
City Hotel,1,77,2016,June,23,1,0,3,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,116.1,0,0
City Hotel,1,489,2016,November,46,10,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,1.0,,0,Transient,62.8,0,0
City Hotel,0,12,2017,July,28,15,1,1,1,0.0,0,BB,MOZ,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,129.0,0,2
City Hotel,0,8,2017,April,16,19,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,135.0,0,0
City Hotel,0,85,2016,August,33,13,2,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,126.9,0,1
City Hotel,1,95,2017,May,19,8,1,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,108.0,0,0
City Hotel,1,38,2017,July,27,2,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,119.0,0,1
Resort Hotel,0,0,2015,November,49,30,1,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,2,A,No Deposit,,,0,Transient,38.0,0,0
City Hotel,0,12,2016,September,39,19,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,No Deposit,,40.0,0,Transient,65.0,0,1
Resort Hotel,0,12,2015,November,49,30,3,7,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,No Deposit,240.0,,0,Transient,47.2,0,0
Resort Hotel,0,36,2016,May,21,18,1,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,89.0,1,1
City Hotel,0,34,2015,September,39,23,0,3,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,52.0,,33,Transient-Party,224.67,0,0
City Hotel,0,3,2016,July,28,4,1,1,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,No Deposit,7.0,,0,Transient,101.68,0,1
City Hotel,0,405,2017,July,27,4,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,6.0,,0,Transient-Party,114.4,0,0
City Hotel,1,332,2016,December,52,23,2,4,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,63.75,0,3
City Hotel,1,115,2016,March,13,20,2,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,Non Refund,41.0,,22,Transient,70.0,0,0
Resort Hotel,0,7,2016,November,46,7,1,1,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,No Deposit,241.0,,0,Transient,57.97,1,1
Resort Hotel,0,13,2016,May,19,1,2,0,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,No Deposit,5.0,,0,Transient,72.0,0,0
City Hotel,0,114,2017,February,7,15,0,4,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,No Deposit,,242.0,0,Transient-Party,78.0,0,0
Resort Hotel,0,276,2017,April,16,22,2,5,2,0.0,0,Undefined,SWE,Groups,TA/TO,0,0,0,A,No Deposit,527.0,,0,Transient-Party,104.0,0,1
Resort Hotel,0,184,2017,May,20,18,4,10,2,0.0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,479.0,,0,Transient,85.7,0,1
Resort Hotel,0,149,2016,July,30,23,2,5,2,0.0,1,FB,PRT,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,96.0,,0,Transient,156.6,0,2
Resort Hotel,0,107,2016,May,19,5,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,243.0,,0,Contract,46.75,0,1
City Hotel,1,27,2016,March,13,22,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,129.0,0,0
City Hotel,1,503,2016,November,48,24,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,1.0,,0,Transient,62.8,0,0
Resort Hotel,1,220,2017,March,10,7,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient-Party,37.8,0,1
Resort Hotel,1,200,2017,February,8,19,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,55.8,0,0
City Hotel,1,38,2017,January,2,14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,Non Refund,,67.0,0,Transient,75.0,0,0
Resort Hotel,0,22,2016,June,27,28,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,241.0,,0,Transient,8.0,0,0
Resort Hotel,1,140,2016,August,34,20,2,2,3,1.0,0,HB,FRA,Online TA,TA/TO,0,0,0,H,No Deposit,240.0,,0,Transient,329.0,0,0
City Hotel,0,0,2016,September,38,11,2,0,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,155.0,0,1
City Hotel,0,181,2016,August,35,23,0,5,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,162.15,0,2
City Hotel,0,5,2016,January,4,22,1,2,2,0.0,0,BB,POL,Online TA,TA/TO,1,11,19,A,No Deposit,9.0,,0,Transient,89.0,0,1
Resort Hotel,0,262,2015,September,39,21,1,3,2,0.0,0,HB,BEL,Groups,Corporate,0,0,0,A,No Deposit,183.0,,0,Transient-Party,91.2,0,0
City Hotel,0,134,2017,February,8,25,2,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,126.0,0,3
Resort Hotel,0,0,2016,March,11,7,1,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,6.0,,0,Transient,29.0,0,1
City Hotel,1,105,2016,April,15,6,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,12.0,,0,Transient,75.0,0,0
Resort Hotel,1,183,2016,May,22,26,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,240.0,,0,Transient,65.7,0,1
Resort Hotel,1,20,2016,November,45,2,2,5,1,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,No Deposit,240.0,,0,Transient,95.91,0,0
City Hotel,0,1,2017,April,15,14,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,152.0,,0,Transient,97.56,0,0
City Hotel,1,23,2017,February,9,27,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,91.8,0,1
City Hotel,0,36,2015,August,32,7,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,No Deposit,1.0,,0,Transient-Party,62.0,0,1
Resort Hotel,0,165,2017,July,29,19,0,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,No Deposit,241.0,,0,Transient,123.2,0,1
City Hotel,0,175,2016,August,34,16,2,5,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,100.66,0,1
City Hotel,1,169,2016,July,28,9,2,2,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,22.0,,0,Transient,0.0,0,1
City Hotel,0,62,2016,March,11,11,0,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,67.5,0,0
Resort Hotel,0,22,2016,March,11,8,0,5,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,No Deposit,314.0,,0,Transient,83.23,0,1
City Hotel,1,337,2016,June,24,9,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,1.0,,0,Transient,59.0,0,0
City Hotel,0,12,2016,January,4,19,0,2,1,0.0,0,BB,JPN,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,19.0,,0,Transient-Party,71.0,0,0
City Hotel,0,1,2016,June,27,28,0,1,1,0.0,1,BB,NLD,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,133.0,0,2
City Hotel,1,61,2017,January,4,25,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,326.0,,0,Transient,80.0,0,0
City Hotel,0,34,2016,August,33,13,2,1,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,152.1,0,0
City Hotel,1,108,2016,August,34,18,2,4,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,No Deposit,14.0,,0,Transient,116.1,0,0
City Hotel,0,52,2016,November,45,5,0,1,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,88.0,0,1
City Hotel,0,140,2017,May,18,5,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,126.0,0,1
Resort Hotel,0,275,2015,October,41,4,4,10,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,314.0,,0,Contract,47.33,0,0
City Hotel,1,58,2016,December,51,15,0,3,2,0.0,0,SC,LUX,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,79.2,0,0
Resort Hotel,0,7,2015,December,49,2,0,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,241.0,,0,Transient,36.96,0,1
City Hotel,0,97,2017,April,16,22,1,1,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,150.0,1,3
Resort Hotel,0,49,2016,March,10,5,2,2,1,0.0,0,HB,DEU,Groups,Direct,0,0,0,E,No Deposit,,,0,Transient-Party,66.0,0,0
City Hotel,0,80,2015,October,41,9,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,12.0,,50,Transient-Party,136.0,0,0
Resort Hotel,0,285,2016,September,39,20,2,5,3,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,No Deposit,96.0,,0,Transient-Party,86.4,0,0
City Hotel,1,106,2015,July,30,21,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,11.0,,0,Transient,55.08,0,0
City Hotel,1,157,2017,May,18,1,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,3.0,,0,Transient,130.0,0,0
City Hotel,1,256,2017,August,34,21,2,5,2,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,117.0,0,1
Resort Hotel,0,11,2016,June,25,12,2,1,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,129.0,0,1
City Hotel,1,84,2015,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,No Deposit,1.0,,0,Transient-Party,64.0,0,0
City Hotel,0,0,2016,May,19,4,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,4,15,G,No Deposit,,45.0,0,Transient,0.0,0,1
City Hotel,0,7,2016,April,15,8,0,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,114.0,0,3
Resort Hotel,1,39,2017,March,12,24,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,No Deposit,240.0,,0,Transient,80.0,0,1
City Hotel,1,134,2017,June,23,9,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,133.0,0,1
City Hotel,1,356,2015,October,41,8,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,Non Refund,1.0,,0,Contract,62.0,0,0
City Hotel,0,18,2015,September,38,15,0,1,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,13.0,,0,Contract,76.8,0,0
Resort Hotel,0,0,2016,May,20,13,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,No Deposit,240.0,,0,Transient,109.0,0,0
City Hotel,1,192,2016,August,32,4,1,3,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,114.75,0,2
City Hotel,0,0,2015,August,33,12,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,138.0,0,0
Resort Hotel,0,4,2016,February,8,16,0,4,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,No Deposit,,,0,Transient-Party,40.0,0,0
City Hotel,0,26,2017,April,16,22,2,1,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,No Deposit,9.0,,0,Transient,214.0,0,2
City Hotel,1,398,2016,August,33,11,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,1.0,,0,Transient,62.0,0,0
City Hotel,0,130,2017,June,23,8,0,3,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,189.0,0,3
City Hotel,1,304,2016,November,45,3,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,21.0,,0,Transient,89.0,0,0
City Hotel,1,175,2017,April,15,13,1,3,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,166.5,0,2
Resort Hotel,0,10,2016,November,47,17,1,3,3,0.0,0,BB,IRL,Groups,Direct,0,0,0,A,No Deposit,,,0,Transient-Party,51.0,0,0
City Hotel,0,2,2016,January,5,27,0,1,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,102.0,1,1
City Hotel,0,24,2017,February,9,26,2,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,27.0,,0,Transient,68.0,0,2
City Hotel,1,196,2017,May,19,9,0,3,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,118.5,0,1
City Hotel,1,183,2016,October,41,4,0,3,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,103.5,0,2
Resort Hotel,0,0,2016,July,30,19,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,339.0,,0,Transient,95.2,0,0
City Hotel,0,274,2016,July,32,31,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,No Deposit,9.0,,0,Transient,96.5,0,1
City Hotel,0,316,2016,May,22,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,No Deposit,30.0,,0,Transient-Party,110.0,0,0
City Hotel,0,192,2016,June,26,24,0,2,1,0.0,0,BB,SRB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,34.0,,0,Transient-Party,95.0,0,0
City Hotel,1,56,2017,February,5,1,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,29.0,,0,Transient,60.0,0,0
City Hotel,0,43,2017,February,9,26,2,0,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,108.0,0,3
City Hotel,0,102,2015,October,42,16,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,6.0,,0,Transient-Party,109.0,0,0
Resort Hotel,0,49,2016,November,47,16,2,4,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,No Deposit,240.0,,0,Transient-Party,82.8,0,2
Resort Hotel,0,113,2016,May,21,18,2,6,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,171.0,,0,Transient,41.4,0,0
City Hotel,1,116,2016,February,10,28,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,134.0,,0,Transient-Party,61.0,0,0
City Hotel,1,130,2017,April,16,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,286.0,,0,Transient,95.0,0,0
Resort Hotel,0,11,2015,August,34,21,2,4,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,No Deposit,242.0,,0,Transient,175.17,0,1
City Hotel,0,1,2015,September,36,3,0,3,2,2.0,0,BB,AGO,Online TA,TA/TO,0,0,0,F,No Deposit,9.0,,0,Contract,180.33,0,2
Resort Hotel,0,6,2016,June,24,8,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,No Deposit,,,0,Transient,90.0,0,0
Resort Hotel,1,72,2016,February,8,14,2,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,No Deposit,240.0,,0,Transient,98.0,0,0
City Hotel,0,17,2017,February,9,26,2,1,1,0.0,0,BB,CHN,Groups,TA/TO,0,0,0,D,No Deposit,30.0,,0,Transient-Party,75.0,0,0
City Hotel,1,20,2017,April,16,20,0,2,2,0.0,0,SC,NZL,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,115.0,0,3
Resort Hotel,0,163,2015,September,38,13,4,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,243.0,,0,Contract,62.48,0,0
City Hotel,1,323,2016,May,21,17,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,3.0,,0,Transient-Party,70.0,0,0
City Hotel,0,6,2017,January,2,9,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,No Deposit,,219.0,0,Transient,80.0,0,2
City Hotel,0,103,2016,May,19,4,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,154.0,,0,Transient-Party,80.0,0,0
City Hotel,1,365,2016,July,28,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,1.0,,0,Transient,62.0,0,0
City Hotel,0,0,2015,August,33,13,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Contract,148.67,0,0
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,,,0,Transient,100.0,0,0
Resort Hotel,0,46,2016,March,11,11,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,375.0,,0,Transient-Party,25.0,0,0
Resort Hotel,1,18,2016,September,39,22,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,No Deposit,240.0,,0,Transient,134.0,0,0
Resort Hotel,0,32,2016,April,17,19,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,No Deposit,,397.0,0,Transient-Party,59.0,0,1
City Hotel,1,55,2017,May,22,31,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,,,0,Transient,135.0,0,0
City Hotel,1,317,2016,September,38,15,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,19.0,,0,Transient,120.0,0,0
City Hotel,1,265,2017,August,34,24,1,3,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,99.0,0,0
City Hotel,1,69,2017,July,30,29,2,2,2,2.0,0,HB,ITA,Online TA,TA/TO,0,0,0,F,No Deposit,9.0,,0,Transient,289.0,0,0
City Hotel,0,5,2016,December,50,5,1,0,1,0.0,0,BB,PRT,Complementary,Corporate,1,2,8,A,No Deposit,,45.0,0,Transient,0.0,1,1
City Hotel,0,153,2016,August,34,19,0,1,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,No Deposit,9.0,,0,Transient,186.3,0,0
City Hotel,0,197,2016,August,35,24,0,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,27.0,,0,Transient-Party,72.25,0,1
City Hotel,0,141,2017,August,33,17,2,5,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,195.0,0,1
